Counting cache functions... Output every 1 seconds.
    HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
    1848        0        1   100.0%          126       3101
    1847        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1878        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1866        2        3    99.9%          126       3101
    1360        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1860        0        2   100.0%          126       3101
    1361        2        3    99.9%          126       3101
    1332        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1847        2        3    99.9%          126       3101
    1814        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1872        0        1   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1344        0        1   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1832        2        5    99.9%          126       3101
    1360        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1831        0        1   100.0%          126       3101
    1833        0        1   100.0%          126       3101
    1855        0        1   100.0%          126       3101
    1874        0        3   100.0%          126       3101
    1846        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1870        0        1   100.0%          126       3101
    1868        0        1   100.0%          126       3101
    1848        2        3    99.9%          126       3101
    1876        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1836        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1355        2        3    99.9%          126       3101
    1363        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1326        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1340        2        3    99.9%          126       3101
    1338        0        1   100.0%          126       3101
    1831        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1338        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1854        0        1   100.0%          126       3101
    1847        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1854        2        3    99.9%          126       3101
    1850        0        1   100.0%          126       3101
    1332        0        1   100.0%          126       3101
    1857        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1852        0        1   100.0%          126       3101
    1334        0        1   100.0%          126       3101
    1828        0        1   100.0%          126       3101
    1846        0        1   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1792        0        1   100.0%          126       3101
    1337        0        3   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1835        0        1   100.0%          126       3101
    1831        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1872        2        3    99.9%          126       3101
    1332        0        1   100.0%          126       3101
    1836        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1852        0        1   100.0%          126       3101
    1341        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1837        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1829        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1849        2        3    99.9%          126       3101
    1342        0        1   100.0%          126       3101
    1337        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1345        0        1   100.0%          126       3101
    1864        0        1   100.0%          126       3101
    1822        0        5   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1334        0        1   100.0%          126       3101
    1853        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1854        2        3    99.9%          126       3101
    1333        0        1   100.0%          126       3101
    1321        0        1   100.0%          126       3101
    1858        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1870        0        1   100.0%          126       3101
    1338        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1334        0        1   100.0%          126       3101
    1355        1        3    99.9%          126       3101
    1856        0        1   100.0%          126       3101
    1831        0        1   100.0%          126       3101
    1868        0        1   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1342        0        2   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1853        0        1   100.0%          126       3101
    1334        0        1   100.0%          126       3101
    1847        2        3    99.9%          126       3101
    1853        0        1   100.0%          126       3101
    1846        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1852        0        1   100.0%          126       3101
    1334        0        1   100.0%          126       3101
    1325        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1338        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1872        0        1   100.0%          126       3101
    1837        2        3    99.9%          126       3101
    1876        0        1   100.0%          126       3101
    1832        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1339        0        2   100.0%          126       3101
    1872        0        5   100.0%          126       3101
    1830        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1868        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1359        2        3    99.9%          126       3101
    1333        0        1   100.0%          126       3101
    1854        0        1   100.0%          126       3101
    6460       71       21    98.9%          126       3101
    1336        0        1   100.0%          126       3101
    1878        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1337        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1825        0        1   100.0%          126       3101
    1847        2        3    99.9%          126       3101
    1857        0        1   100.0%          126       3101
    1873        0        1   100.0%          126       3101
    1839        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1853        0        1   100.0%          126       3101
    1864        0        5   100.0%          126       3101
    1361        0        1   100.0%          126       3101
    1852        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1870        2        3    99.9%          126       3101
    1332        0        1   100.0%          126       3101
    1857        0        1   100.0%          126       3101
    1855        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1834        2        3    99.9%          126       3101
    1321        0        1   100.0%          126       3101
    1846        0        1   100.0%          126       3101
    1854        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1873        0        3   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1342        0        1   100.0%          126       3101
    1821        0        1   100.0%          126       3101
    1878        0        1   100.0%          126       3101
    1836        0        1   100.0%          126       3101
    1863        0        6   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1456        0        1   100.0%          126       3101
    1342        0        1   100.0%          126       3101
    1356        2        3    99.9%          126       3101
    1848        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1847        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1853        0        1   100.0%          126       3101
    1321        0        1   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1853        0        1   100.0%          126       3101
    1363        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1331        0        1   100.0%          126       3101
    1815        0        1   100.0%          126       3101
    1332        1        3    99.9%          126       3101
    1848        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1361        0        3   100.0%          126       3101
    1871        0        1   100.0%          126       3101
    1869        0        1   100.0%          126       3101
    1836        0        1   100.0%          126       3101
    1364        0        1   100.0%          126       3101
    1831        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1358        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1851        2        3    99.9%          126       3101
    1359        0        1   100.0%          126       3101
    1879        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1333        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1879        0        1   100.0%          126       3101
    1873        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1359        0        5   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1826        0        1   100.0%          126       3101
    1341        0        1   100.0%          126       3101
    1321        0        1   100.0%          126       3101
    1359        2        3    99.9%          126       3101
    1854        0        1   100.0%          126       3101
    1333        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1845        0        3   100.0%          126       3101
    1829        0        1   100.0%          126       3101
    1356        0        1   100.0%          126       3101
    1338        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1321        0        3   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1339        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1871        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1873        0        1   100.0%          126       3101
    1321        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1847        0        1   100.0%          126       3101
    1849        2        3    99.9%          126       3101
    1362        0        1   100.0%          126       3101
    1852        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1853        0        1   100.0%          126       3101
    1334        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1634        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1847        2        3    99.9%          126       3101
    1831        0        1   100.0%          126       3101
    1872        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1362        0        1   100.0%          126       3101
    1877        0        3   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1356        0        1   100.0%          126       3101
    1876        0        3   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1834        0        1   100.0%          126       3101
    1356        0        1   100.0%          126       3101
    1438        0        1   100.0%          126       3101
    1318        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1854        0        1   100.0%          126       3101
    1357        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1879        0        1   100.0%          126       3101
    1315        2        3    99.8%          126       3101
    1335        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1333        0        1   100.0%          126       3101
    1356        0        1   100.0%          126       3101
    1359        2        3    99.9%          126       3101
    1359        0        1   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1831        2        3    99.9%          126       3101
    1341        0        1   100.0%          126       3101
    1353        0        1   100.0%          126       3101
    1832        0        1   100.0%          126       3101
    1878        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1870        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1870        0        1   100.0%          126       3101
    1358        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1876        0        3   100.0%          126       3101
    1853        0        1   100.0%          126       3101
    1871        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1847        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1846        0        1   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1830        0        1   100.0%          126       3101
    1854        0        5   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1341        0        1   100.0%          126       3101
    1871        0        1   100.0%          126       3101
    1850        2        3    99.9%          126       3101
    1362        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1847        0        1   100.0%          126       3101
    1829        0        1   100.0%          126       3101
    1358        2        3    99.9%          126       3101
    1331        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1363        0        1   100.0%          126       3101
    1833        0        1   100.0%          126       3101
    1879        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1868        0        1   100.0%          126       3101
    1364        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1874        2        3    99.9%          126       3101
    1843        0        1   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1785        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1781        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1358        2        3    99.9%          126       3101
    1321        0        1   100.0%          126       3101
    1334        0        1   100.0%          126       3101
    1868        0        1   100.0%          126       3101
    1857        0        1   100.0%          126       3101
    1848        2        3    99.9%          126       3101
    1826        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1832        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1855        0        1   100.0%          126       3101
    1332        0        1   100.0%          126       3101
    1866        1        3    99.9%          126       3101
    1851        0        1   100.0%          126       3101
    1873        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1855        0        1   100.0%          126       3101
    1356        0        1   100.0%          126       3101
    1341        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1357        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1854        0        3   100.0%          126       3101
    1869        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1845        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1855        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1336        0        1   100.0%          126       3101
    1849        0        1   100.0%          126       3101
    1849        0        5   100.0%          126       3101
    1871        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1353        0        1   100.0%          126       3101
    1359        0        1   100.0%          126       3101
    1855        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1871        0        1   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1833        0        1   100.0%          126       3101
    1856        0        1   100.0%          126       3101
    1363        2        3    99.9%          126       3101
    1833        0        1   100.0%          126       3101
    1878        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1332        0        1   100.0%          126       3101
    1828        0        1   100.0%          126       3101
    1831        0        3   100.0%          126       3101
    1318        0        1   100.0%          126       3101
    1321        0        1   100.0%          126       3101
    1876        0        1   100.0%          126       3101
    1360        0        1   100.0%          126       3101
    1852        2        3    99.9%          126       3101
    1875        0        1   100.0%          126       3101
    1332        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1364        0        1   100.0%          126       3101
    1854        0        3   100.0%          126       3101
    1878        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1338        0        1   100.0%          126       3101
    1341        0        1   100.0%          126       3101
    1359        2        3    99.9%          126       3101
    1846        0        1   100.0%          126       3101
    1869        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1854        0        1   100.0%          126       3101
    1852        0        1   100.0%          126       3101
    1877        0        1   100.0%          126       3101
    1846        0        1   100.0%          126       3101
    1335        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1852        0        1   100.0%          126       3101
    1846        0        1   100.0%          126       3101
    1363        0        1   100.0%          126       3101
    1833        0        1   100.0%          126       3101
    1868        0        1   100.0%          126       3101
    1851        0        1   100.0%          126       3101
    1876        2        3    99.9%          126       3101
    1833        0        1   100.0%          126       3101
    1835        0        1   100.0%          126       3101
    1878        0        1   100.0%          126       3101
    1848        0        1   100.0%          126       3101
    1857        0        1   100.0%          126       3101
    1340        0        1   100.0%          126       3101
    1333        0        1   100.0%          126       3101
    1857        0        1   100.0%          126       3101
    1874        0        1   100.0%          126       3101
    1869        2        3    99.9%          126       3101
    1849        0        1   100.0%          126       3101
    1321        0        2   100.0%          126       3101
    1861        1        1    99.9%          126       3101
    1877        0        1   100.0%          126       3101
    1844        0        8   100.0%          126       3101
    1355        0        1   100.0%          126       3101
    1873        0        1   100.0%          126       3101
    1870        0        1   100.0%          126       3101
    1332        0        1   100.0%          126       3101
    1855        0        1   100.0%          126       3101
    1855        0        1   100.0%          126       3101
    1872        0        1   100.0%          126       3101
    1827        0        1   100.0%          126       3101
    1875        0        1   100.0%          126       3101
    1850        0        1   100.0%          126       3101
    1872        2        3    99.9%          126       3101
    3342      159        1    95.5%          126       3102
    5642      993        1    85.0%          126       3106
   -1588     4615        1   -52.5%          126       3092
   -1278     3270        1   -64.2%          126       3085
    -475     1966        1   -31.9%          126       3092
    1214      216        4    84.9%          126       3093
    2720      787        1    77.6%          126       3070
    2010      417        1    82.8%          126       3072
   30330       67        4    99.8%          126       3072
    1850        0        1   100.0%          126       3072
    1824        0       14   100.0%          126       3072
    1874        0        1   100.0%          126       3072
    1360        0        1   100.0%          126       3072
    1845        0        1   100.0%          126       3072
    1336        0        1   100.0%          126       3072
    1341        0        1   100.0%          126       3072
    1425        0        2   100.0%          126       3072
    1321        0        1   100.0%          126       3072
    1849        0        1   100.0%          126       3072
    1848        0        1   100.0%          126       3072
    1849        0        3   100.0%          126       3072
    1851        0        1   100.0%          126       3072
    1848        0        1   100.0%          126       3072
    1342        0        1   100.0%          126       3072
    1850        0        1   100.0%          126       3072
    1356        0        1   100.0%          126       3072
    1364        0        1   100.0%          126       3072
    1814        0        1   100.0%          126       3072
    1871        0        1   100.0%          126       3072
    1827        0        1   100.0%          126       3072
    1336        0        1   100.0%          126       3072
    1356        2        3    99.9%          126       3072
    1856        0        1   100.0%          126       3072
    1877        0        1   100.0%          126       3072
    1357        0        1   100.0%          126       3072
    1851        0        1   100.0%          126       3072
    1858        0        1   100.0%          126       3072
    1336        0        1   100.0%          126       3072
    1850        0        1   100.0%          126       3072
    1858        0        1   100.0%          126       3072
    1832        0        1   100.0%          126       3072
    1336        0        1   100.0%          126       3072
    1335        0        7   100.0%          126       3072
    1828        0        1   100.0%          126       3072
    1867        0        1   100.0%          126       3072
    1336        0        1   100.0%          126       3072
    1854        0        1   100.0%          126       3072
    1824        2        3    99.9%          127       3072
    1341        0        1   100.0%          127       3072
    1335        0        1   100.0%          127       3072
    1336        0        1   100.0%          127       3072
    1849        0        1   100.0%          127       3072
